Date,Year,Type,Country,Iso_alpha_3,State,Location,Latitude,Longitude,Activity,Sex,Injury,Fatal,Species 
23-Jul-96,1996,Unprovoked,EGYPT,EGY,"South Sinai, Gulf of Aqaba","1 km off the mouth of Marsa Bereika, north of Ras Mohammed",,,Free diving with a pod of dolphins,M,"Bitten on back, shoulder & chest",N,said to involve an oceanic whitetip shark
08-Aug-1899,1899,Unprovoked,EGYPT,EGY,Mediterranean Sea,Port Said,31.263235,32.305505,Floating on his back,M,Back muscles torn away,N,
08-Aug-1899,1899,Unprovoked,EGYPT,EGY,Mediterranean Sea,Port Said,31.263235,32.305505,Bathing,M,"Forearm, wrist & hand bitten",N,
    16-Jan-1970,1970,Sea Disaster,EGYPT,EGY,Red Sea,A few miles south of Port Suez,,,Air disaster,M,FATAL,Y,
04-Jun-16,2016,Unprovoked,EGYPT,EGY,Suez,Ain Sokhna,,,Swimming,M,"Leg severely bitten, surgically amputated above the knee",N,Mako shark
Jun-1018,2018,Unprovoked,EGYPT,EGY,,Brothers Island,,,Scuba Diving,M,Laceration to right thigh,N,Oceanic whitetip shark
03-Nov-18,2018,Unprovoked,EGYPT,EGY,,Brothers' Island,,,Scuba diving,M,Calf muscle removed,N,Oceanic whitetip shark
30-Nov-10,2010,Unprovoked,EGYPT,EGY,South Sinai Peninsula,"Coral Bay, Sharm el-Sheikh",,,Snorkeling,F,"Foot severed, Right forearm severed, lacerations to left hand (defense wounds)",N,"Oceanic whitetip shark, 2.5m, female"
30-Nov-10,2010,Unprovoked,EGYPT,EGY,South Sinai Peninsula,"Coral Bay, Sharm el-Sheikh",,,Snorkeling,F,Foot and arm bitten,N,"Oceanic whitetip shark, 2.5m, female"
14-Feb-04,2004,Unprovoked,EGYPT,EGY,,"Coral Bay, Sharm-el-Sheikh",,,Snorkeling,M,FATAL,Y,
18-Jul-08,2008,Unprovoked,EGYPT,EGY,,Daedalus Reef,,,Diving,M,Leg severed,N,Oceanic whitetip shark
27-Sept-07,2007,Unprovoked,EGYPT,EGY,Red Sea,Daedalus Reef ,,,Swimming,F,"Severe lacerations to lower left leg, ankle and foot",N,Oceanic whitetip sharks were in the vicinity
13-Sept-23,2023,Unprovoked,EGYPT,EGY,South Sinai,Dahab,,,Swimming,F,"Left arm severely bitten, surgically amputated",N,Tiger shark?
08-Jun-23,2023,Unprovoked,EGYPT,EGY,Red Sea Protectorate,"Dream Beach, Hurguda",,,Swimming,M,Fatal,Y,"Tiger shark, 13'"
28-Nov-08,2008,Unprovoked,EGYPT,EGY,Red Sea,Elphinstone Reef,,,Scuba diving,F,Lacerations to fingers,N,Oceanic whitetip shark
Reported 02 Nov-2023,2023,Questionable,EGYPT,EGY,Southern Red Sea,Fury Shoal,,,Scuba diving,M,No injury. No attack; the shark  simply head-butted him,N,Oceanic whitetip shark
02-Jun-09,2009,Unprovoked,EGYPT,EGY,St. Johns Reef,Habili Gafar,,,Scuba diving,M,Lacerations to left hand,N,Oceanic whitetip shark
02-Jun-09,2009,Unprovoked,EGYPT,EGY,St. Johns Reef,Habili Gafar,,,Scuba diving,M,3 cm laceration to shoulder,N,Oceanic whitetip shark
01-Jun-09,2009,Unprovoked,EGYPT,EGY,St. Johns Reef,Habili Gafar,,,Snorkeling,F,FATAL,Y,"Oceanic whitetip shark, 2.5 to 3m"
02-Dec-20,2020,Unprovoked,EGYPT,EGY,South Sinai,Marsa Alam,,,Scuba diving,F,Left shoulder bitten,N,Oceanic whitetip shark
03-Aug-18,2018,Unprovoked,EGYPT,EGY,,Marsa Alam,,,Snorkeling,M,FATAL,Y,Tiger shark
21-Mar-15,2015,Unprovoked,EGYPT,EGY,Red Sea Protectorate,Marsa Alam,,,Swimming,M,FATAL,Y,Mako shark
05-Aug-17,2017,Unprovoked,EGYPT,EGY,Red Sea Protectorate,Marsa Ghalib,,,Snorkeling,F,Bite to right leg/hip,N,"Oceanic whitetip shark, 1.8 to 2 m"
05-Dec-10,2010,Unprovoked,EGYPT,EGY,South Sinai Peninsula,"Middle Garden, Sharm el-Shiekh",,,Snorkeling,F,FATAL,Y,"Oceanic whitetip shark, 2.5m "
18-Jun-08,1908,Unprovoked,EGYPT,EGY,Gulf of Suez,Off Ras Gharib,,,The 168-ton Belmore foundered in heavy seas,M,FATAL,Y,
03-Jan-04,2004,Sea Disaster,EGYPT,EGY,Sinai Peninsula,Off Sharm El-Sheikh,,,Air disaster. Flash Airlines Boeing 737 crashed into the Red Sea,,"No survivors, sharks scavenged on remains",Y,
01-Dec-10,2010,Unprovoked,EGYPT,EGY,South Sinai Peninsula,"Ras Nasrani, Sharm el-Sheikh",,,Snorkeling,M,Both arms severely bitten,N,Mako shark 
01-Dec-10,2010,Unprovoked,EGYPT,EGY,South Sinai Peninsula,"Ras Nasrani, Sharm el-Sheikh",,,Snorkeling,M,Lacerations to right leg,N,Mako shark
11-Aug-97,1997,Unprovoked,EGYPT,EGY,Red Sea,Safaga,,,Fishing,M,Seriously injured,N,
11-Aug-97,1997,Unprovoked,EGYPT,EGY,Red Sea,Safaga,,,Fishing,M,FATAL,Y,Thought to involve an oceanic whitetip shark or a white shark
01-Jul-22,2022,Unprovoked,EGYPT,EGY,"Hurghada, Red Sea Governorate",Sahl Hasheesh,,,Snorkeling,F,FATAL,Y,Oceaniic whitetip shark/tiger shark
01-Jul-22,2022,Unprovoked,EGYPT,EGY,"Hurghada, Red Sea Governorate",Sahl Hasheesh,,,Swimming,F,FATAL,Y,"Oceaniic whitetip shark/tiger shark, 2m shark"
06-Nov-03,2003,Unprovoked,EGYPT,EGY,Sinai Peninsula,"Sha’ab Mahmud, Ras Mohamed Park",,,Snorkeling,M,Hand/elbow injured,N,2.5 oceanic whitetip shark
25-Oct-20,2020,Unprovoked,EGYPT,EGY,South Sinai,"Shark Reef, Ras Muhammed",,,Snorkeling,,"Boy lost arm, dive guide lost leg, ",N,
20-Oct-10,2010,Unprovoked,EGYPT,EGY,South Sinai Peninsula,Sharm el-Sheikh ,,,Snorkeling,F,Multiple lacerations to left leg and foot,N,
04-Apr-10,2010,Unprovoked,EGYPT,EGY,Sinai Peninsula,Sharm el-Sheikh ,,,Swimming / treading water,M,Lacerations to left ankle and foot,N,"Oceanic whitetip shark, 6'"
Reported 10-Mar-2010,2011,Invalid,EGYPT,EGY,South Sinai Peninsula,Sharm-el-Sheikh,,,,F,"Apparent drowning, and subsequent scavenging by 16' tiger shark",,
10-Sept-21,2021,,EGYPT,EGY,,Sidi Abdel Rahmen ,,,Swimming,M,Laceration to arm caused by metal object,,No shark invovlement 
May-Jun-1965,1965,Unprovoked,EGYPT,EGY,,South of Hurghada,,,"Spearfishing, but standing in the water",M,Ankle and thigh bitten; shark made three strikes,N,"1.5 m to 2.1 m [5' to 7'] shark, possibly a mako shark"
Sept-73,1973,Unprovoked,EGYPT,EGY,Red Sea,Southern end of the Sinai Peninsula,,,,M,Massive wound on right thigh with femur exposed,N,Tiger shark
02-Jul-04,2004,Unprovoked,EGYPT,EGY,Sinai Peninsula,The lagoon at Dahab,,,Snorkeling,F,Hand severed,N,"""black tipped"" shark"
Jun-02,1902,Unprovoked,EGYPT,EGY,Mediterranean Sea,"Tzortzou Reef, Marsa Matruh",,,Sponge diving,M,Bitten on hand and thigh,N,
Reported 1938,1938,Unprovoked,EGYPT,EGY,,Mersa Matruh,29.7876385,27.42704095,Sponge diving,M,FATAL,Y,
Reported 15-May-1915,1915,Invalid,EGYPT,EGY,,Alexandria,44.83495335,8.745030419,Fell overboard,M,Shark involvement not confirmed,,Shark involvement prior to death unconfirmed
24-Aug-05,1905,Invalid,EGYPT,EGY,Suez Canal,Port Said,31.263235,32.305505,Human head found in shark caught by British steamer Syria,M,Probable drowning & scavenging. ,,"Tiger shark, 3.9 m"
08-Aug-1899,1899,Unprovoked,EGYPT,EGY,Mediterranean Sea,Port Said,31.263235,32.305505,Bathing,M,Left leg bitten,N,
1897,1897,Unprovoked,EGYPT,EGY,Mediterranean Sea,Port Said,31.263235,32.305505,,,No details,UNKNOWN,
1893,1893,Unprovoked,EGYPT,EGY,Mediterranean Sea,Port Said,31.263235,32.305505,,,No details,UNKNOWN,
Reported 02-Jun-1890,1890,Unprovoked,EGYPT,EGY,,Port Said,31.263235,32.305505,Swimming,M,FATAL,Y,
Reported 22-Aug-1867,1867,Unprovoked,EGYPT,EGY,,Port Said,31.263235,32.305505,Swimming,M,FATAL,Y,
1827,1827,Unprovoked,EGYPT,EGY,,Alexandria,44.83495335,8.745030419,,M,Remains of the men were recovered from a +17-foot shark,Y,
25-Dec-11,2011,Unprovoked,ECUADOR,ECU,Santa Elena,Barandúa Beach,,,Surfing,M,Lacerations to left thigh and calf,N,
27-Jan-59,1959,Unprovoked,ECUADOR,ECU,Galapagos Islands,Crewing on  the tuna clipper Mary Barbara,,,Washed overboard into school of fish,M,Right leg & left foot lacerated,N,Bitten by several 1.8 m [6'] sharks
14-May-14,2013,Unprovoked,ECUADOR,ECU,Santa Cruz Island,"Playa Brava, Turtle Bay",,,Surfing,M,Superficial injury to left calf,N,Galapagos shark
04-Jul-23,2023,Unprovoked,ECUADOR,ECU,Galapagos Islands,Mosquera Islet,-0.40475475,-90.2780188,Snorkeling,F,Serious injury to right leg,N,
03-Feb-18,2018,Unprovoked,ECUADOR,ECU,Galapagos Islands,Santa Fe Island,42.1291881,-90.1915172,Snorkeling,M,Injuries to right foot,N,Galapagos shark?
20-Nov-15,2015,Unprovoked,ECUADOR,ECU,Galapagos Islands,"Punta Vicente Roca, Isabella Island",,,Snorkeling,M,Lacerations to left calf,N,Galapagos shark
21-Dec-07,2007,Unprovoked,ECUADOR,ECU,Galapagos Islands,San Cristobal Island,,,Surfing,M,Lacerations & puncture wounds  to left thigh,N,3 m shark
10-Jan-09,2009,Unprovoked,ECUADOR,ECU,Galapagos Islands,Isla Isabella,16.8150002,-88.15101061,Surfing,M,Right lower leg bitten & defense wounds to hand,N,
24-Nov-08,2008,Unprovoked,ECUADOR,ECU,Galapagos Islands,Santa Cruz,28.467178,-16.2507843,,F,Leg bitten,N,
05-Feb-96,1996,Sea Disaster,DOMINICAN REPUBLIC,DOM,12 miles off the north coast,Boeing 757 enroute from Porta Plata,,,Boeing 757 enroute from Porta Plata plunged into the sea,,"106 bodies were recovered, some had been bitten by sharks",Y,
Aug-63,1963,Unprovoked,DOMINICAN REPUBLIC,DOM,Santo Domingo,Rio Haina Port,,,"Swimming, when caught in heavy seas",M,"FATAL. Eyewitness said, ""One was thrown in the air like a basketball, and while in the air another shark took a bite out of his belly."" ",Y,8 sharks
12-Feb-16,2016,Unprovoked,DOMINICAN REPUBLIC,DOM,Altagracia Province,"Bavaro Beach, Punta Cana",18.6840253,-68.419072,Wading,F,Avulsion injury to lower leg,N,
15-Nov-10,2010,Unprovoked,DOMINICAN REPUBLIC,DOM,,Boca Chica,18.4570748,-69.61487003,Diving,M,FATAL,Y,
06-Oct-87,1987,Sea Disaster,DOMINICAN REPUBLIC,DOM,Between DR and Puerto Rico,Mona Passage,18.5,-68,"Vessel caught fire & capsized, survivors in the water",,"Of 160 people on board, >100 missing",Y,40 to 50 sharks attacked survivors in the water
28-Sept-11,2011,Provoked,DOMINICAN REPUBLIC,DOM,Samaná Province,Playa Jackson ,19.28905915,-69.66351127,Fishing,M,Severe injuries to left arm PROVOKED INCIDENT,N,
Reported 23-Sep-1901,1901,Unprovoked,CYPRUS,CYP,Southern Cyprus,Larnaca,34.9236095,33.6236184,Swimming,M,"FATAL, bitten on arms, chest & legs",Y,2 m shark
12-Aug-54,1954,Provoked,CUBA,CUB,Guantanamo Province,Boqueron,-22.6643064,-61.0015877,Spearfishing,M,Knee bitten by shark that his dive buddy had shot  PROVOKED INCIDENT,N,"Nurse shark, 58"", 34-lb "
12-Aug-54,1954,Provoked,CUBA,CUB,Guantanamo Province,Boqueron,-22.6643064,-61.0015877,Spearfishing,M,Right thigh & left calf injured by speared shark  PROVOKED INCIDENT,N,"Nurse shark, 58"", 34-lb "
1955,1955,Provoked,CUBA,CUB,Havana Province,Cojimar,23.159807,-82.30023498,Fishing,M,Forearm slashed wrist to elbow by hooked shark he was trying to club to death  PROVOKED INCIDENT,N,"""a little shark"""
14-Dec-48,1948,Unprovoked,CUBA,CUB,Guantanamo Province,10 miles off Cape Maisi,,,"2 messboys (Jeppsen) & Tony Latona (13) were playing on the afterdeck of the Danish ship Grete Maersk. Jeppsen fell overboard, Latona threw a lifebelt then jumped in to help him. Ship didn’t notice they were missing",M,"2 hours later shark bit Jeppsen’s feet, arm, knee & finally killed him. Tony, clothing torn but alive, washed ashore on Cuban coast",N,
14-Jan-23,1923,Invalid,CUBA,CUB,Caribbean Sea,20 miles from Havana,,,seaplane Columbus ditched in the sea,M,"Although this incident is listed elsewhere as a shark attack, the account of the disaster suggests the 4 who perished probably drowned. Five people survived",,"Atkins' remains were recovered from a dusky shark, C. obscurus, by Capt. W. F. Young, shark fisherman"
08-Mar-42,1942,Sea Disaster,CUBA,CUB,Guantanamo Province,30 nm southeast of Guantanamo Bay,,,Esso Bolivar was torpedoed & shelled by the German submarine U-126,M,"Of her crew of 50, eight perished, including the two injured men",Y,
04-Dec-19,2019,Unprovoked,CUBA,CUB,Holquin,Guardalavaca Beach ,20.8862423,-76.2440856,Swimming,M,FATAL,Y,
04-Nov-17,2017,Unprovoked,CUBA,CUB,Holquin Province,Guardalavaca Beach,20.8862423,-76.2440856,Night bathing,M,FATAL,Y,Tiger shark
25-Jan-09,2009,Unprovoked,CUBA,CUB,Guantanamo Province,Guantanamo Bay,19.9242388,-75.15931492,Spearfishing,M,Severe lacerations to lower left leg,N,Bull shark
Jan-09,2009,Unprovoked,CUBA,CUB,Guantanamo Province,Guantanamo,20.1431797,-75.2034783,Spearfishing,,Lacerations to right calf,N,Bull shark
20-Jan-05,2005,Unprovoked,CUBA,CUB,Santiago de Cuba Province,Uvero,19.9486401,-76.5888215,Swimming,M,Left foot severed,N,3 m [10'] shark
31-Oct-04,2004,Unprovoked,CUBA,CUB,Camaguey Province,Santa Lucia,13.8250489,-60.975036,Diving,M,Left forearm bitten,N,2.5 m [8.25'] bull shark
Reported 25-Sep-1861,1861,Unprovoked,CUBA,CUB,,60 miles off Trinidad de Cuba,,,Deserting the bark Nazarene,M,Lacerations,N,
1957,1957,Invalid,CUBA,CUB,Havana Province,Cojimar,23.159807,-82.30023498,,,"FATAL, but was it an accident or infanticide?",,3.7 m [12'] shark
1957,1957,Boat,CUBA,CUB,Havana Province,Cojimar,23.159807,-82.30023498,Fishing,,"No injury to occupant, shark stuck boat",N,3.7 m [12'] shark 
1957,1957,Unprovoked,CUBA,CUB,Havana Province,Havana,23.135305,-82.3589631,Fishing for sharks,M,"FATAL, became entangled in fishing line and pulled below the surface ",Y,
Aug-04,1904,Unprovoked,CUBA,CUB,Villa Clara Province,Caibarien Harbor,,,"Ship's boat capsized in squall, captain & 2 sailors clinging onto hull",M,"FATAL, shark pulled them off hull of boat  ",Y,
1945,1945,Unprovoked,CUBA,CUB,Havana Province,Cojimar,23.159807,-82.30023498,"Playing on rock, slipped & fell into the water",M,FATAL,Y,
19-Jul-30,1930,Unprovoked,CUBA,CUB,Havana Province,"LaPlaya Beach / Vedado, Havana",,,Swimming,M,"Right arm & leg bitten, arm & leg surgically amputated ",N,
25-Aug-31,1931,Unprovoked,CUBA,CUB,Havana Province,"Miramar subdivision, Havana",,,Swimming a quarter mile offshore,M,"FATAL, right leg bitten ",Y,
1898,1898,Unprovoked,CUBA,CUB,Camaguey Province,Nuevitas Harbor,,,Attempting to escape by swimming to shore,M,"FATAL, 4 were killed by sharks, 1 survived",Y,
24-Jan-01,2001,Unprovoked,CUBA,CUB,Holquin Province,Off Blau Costa Verde resort,,,Swimming,F,Left arm bitten,N,2 m [6.75'] shark
23-Aug-31,1931,Unprovoked,CUBA,CUB,Havana Province,"Miramar, Havana",23.1176342,-82.4311878,Swimming ,M,"FATAL, ""rescuers saw shark trying to drag him under by the leg"" ",Y,
03-May-33,1933,Sea Disaster,CUBA,CUB,Havana Province,"Off Jaimanitas Yacht Club, Havana",,,Swimming to shore from capsized sailboat,M,FATAL,Y,
21-Nov-29,1929,Unprovoked,CUBA,CUB,Cienfuegos Province,Cienfuegos,22.1459864,-80.4530775,Fishing,M,"Shark attacked his boat, threatening to capsize it. He jumped overboard & shark bit his arm. He knifed & killed shark. Later his arm was surgically amputated",N,
Reported 26-Dec-1913,1913,Sea Disaster,CUBA,CUB,,off Neuvitas,,,,M,FATAL,Y,
21-Jul-21,1921,Unprovoked,CUBA,CUB,,Havana Harbor,44.384111,-68.20313,Fell overboard,M,FATAL,Y,
1898 (soon after the close of the Spanish-American War),1898,Unprovoked,CUBA,CUB,Santiago de Cuba Province,Off Santiago de Cuba,,,13 men in the water after sailboat capsized & sank,M,"FATAL, 7 survived but 6 were taken by sharks",Y,
Sept-04,1904,Unprovoked,CUBA,CUB,Havana Province,Havana Harbor,44.384111,-68.20313,Lost his footing & fell overboard,M,"FATAL, left leg severed below knee, right leg severed above knee by a second shark",Y,
31-Aug-31,1931,Unprovoked,CUBA,CUB,Havana Province,"Vedado Baths, Miramar, Havana",,,Swimming,M,FATAL  (Wire netting installed at local beaches after this incident.),Y,
04-Oct-03,1903,Unprovoked,CUBA,CUB,Havana Province,Havana Harbor,44.384111,-68.20313,Fell overboard,M,FATAL,Y,
 Jul-1898,1898,Unprovoked,CUBA,CUB,Santiago de Cuba Province,Santiago de Cuba,20.0214637,-75.8294928,Swimming,M,FATAL,Y,
18-Sep-1895,1895,Sea Disaster,CUBA,CUB,Havana Province,Havana Harbor,44.384111,-68.20313,Shipwreck,M,Probable drowning & scavenging,,Questionable
17-May-1893,1893,Unprovoked,CUBA,CUB,Havana Province,Havana Harbor,44.384111,-68.20313,His balloon crashed in the harbor,M,FATAL,Y,
Reported 20-Jun-1892,1892,Unprovoked,CUBA,CUB,Havana Province,Havana Harbor,44.384111,-68.20313,Riding a horse,M,FATAL,Y,
Nov- or Dec-1873,1873,Unprovoked,CUBA,CUB,Havana Province,Havana Harbor,44.384111,-68.20313,Swimming / escaping imprisonment ,M,"Legs severed bitten, later surgically amputated",N,
26-Jun-1867,1867,Sea Disaster,CUBA,CUB,Villa Clara Province,Remedios,7.0285327,-74.695191,boat from ship Josephine capsized in squall,M,FATAL,Y,
1867,1867,Unprovoked,CUBA,CUB,Matanzas Province (north coast),Matanzas,23.0469236,-81.5783032,Painting a ship,M,"FATAL, pulled off float by shark, body not recovered ",Y,
Reported 20-Aug-1846,1846,Unprovoked,CUBA,CUB,Havana Province,Havana Harbor,44.384111,-68.20313,Bathing,M,Leg severed,N,
14-Apr-1839,1839,Unprovoked,CUBA,CUB,Matanzas Province (north coast),Matanzas,23.0469236,-81.5783032,Sitting on gunwale of boat,M,FATAL,Y,"""a large shark"""
1749,1749,Unprovoked,CUBA,CUB,Havana Province,Havana Harbor,44.384111,-68.20313,Swimming,M,"Right leg severed at knee.  In 1796 he became Lord Mayor of London. In 1778 he commissioned  American artist, John Singleton Copley, to paint the incident: Watson and the Shark",N,
09-May-23,2023, Provoked,CUBA,CUB,Mayabeque,Puerto Escondido,15.8693331,-97.0726428,Spearfishing,M,FATAL,Y,Bull shark
25-Mar-23,2023,Provoked,CUBA,CUB,Artemisa,Playa Majana ,22.6962333,-82.7737177,Fishing,M,Arm bitten,N,
03-Sept-13,1913,Provoked,CROATIA,HRV,Istria County,Pula,44.8702281,13.8455311,,M,Badly bitten by a shark dragged onboard PROVOKED INCIDENT,N,2 m shark
Reported 26-Sep-t937,1937,Provoked,CROATIA,HRV, Split-Dalmatia County,Bisk,52.5394905,85.2148673,Fishing,M,Injured by shark they were trying to catch PROVOKED INCIDENT,N,
16-Oct-1893,1893,Invalid,CROATIA,HRV, Primorje-Gorski Kotar County,"Off Volusca, Opatija",,,small boat,,No injury; no attack,,Invalid
24-Sept-61,1961,Unprovoked,CROATIA,HRV,Primorje-Gorski Kotar County ,"Opatija, northwestern coast of Rijeka Bay",,,Swimming,M,"FATAL, hand severed & legs bitten  ",Y,White shark
1974,1974,Unprovoked,CROATIA,HRV,Primorje-Gorski Kotar County ,Preluka Harbour,,,,,FATAL,Y,
Reported 28-Jun-2012,2012,Invalid,CROATIA,HRV,,Buccari Bay,45.29308285,14.55860933,Swimming,,"Leg struck. Initally reported as a shark attack, but involved a swordfish",,No shark involvement
06-Oct-08,2008,Unprovoked,CROATIA,HRV," Split-Dalmatia Count,","Smokvina Bay, Vis Island",,,Spearfishing,M,Calf bitten,N,5 m white shark
10-Aug-74,1974,Unprovoked,CROATIA,HRV, Split-Dalmatia County," Lokva Rogoznica, Omis",43.4148427,16.7692703,,M,Foot severed FATAL,Y,"White shark, 5 m [16.5'] "
Reported 14-Jul-1907,1907,Unprovoked,CROATIA,HRV," Split-Dalmatia Count,","Su?uraj, Hvar Island",,,Swimming,F,FATAL,Y,
07-Sept-71,1971,Unprovoked,CROATIA,HRV,Istria County,Ika,45.3067307,14.2802176,Swimming,M,FATAL,Y,White shark
1971,1971,Unprovoked,CROATIA,HRV,Istria ,Ika,45.3067307,14.2802176,Swimming,M,FATAL,,White shark
1970,1970,Unprovoked,CROATIA,HRV,Zadar County,Novigrad,45.3159178,13.5630277,Spearfishing,M,No details,UNKNOWN,White shark
16-Aug-66,1966,Unprovoked,CROATIA,HRV,Primorje-Gorski Kotar County ,Bakar,45.3066028,14.5346321,Swimming,M,FATAL,Y,White shark
11-Sept-07,1907,Unprovoked,CROATIA,HRV," Split-Dalmatia Count,","Sucurja, Hvar Island,",,,Swimming,F,FATAL,Y,
01-Aug-58,1958,Unprovoked,CROATIA,HRV,Primorje-Gorski Kotar County,Moš?eni?ka Draga,45.2388503,14.2530932,Swimming,F,Leg injured,N,3 m shark
26-Aug-55,1955,Unprovoked,CROATIA,HRV, Primorje-Gorski Kotar County,Opatija,45.3349238,14.3067834,Swimming,F,FATAL,Y,White shark
02-Oct-54,1954,Watercraft,CROATIA,HRV,Zadar County,"Lika-Senj, Pag Island",44.4966129,14.94618532,Boating,,No details,UNKNOWN,"White shark, 5.5 m [18']"
Reported 01-Jul-1954,1954,Invalid,CROATIA,HRV,,Pula,44.8702281,13.8455311,,,Human remains found in shark,,Shark involvement prior to death was not confirmed
21-Aug-34,1934,Unprovoked,CROATIA,HRV,Adriatic Sea,"Susak (Rijeka, Istria)",,,Swimming,F,FATAL,Y,White shark
01-Jul-35,1935,Unprovoked,CROATIA,HRV,Adriatic Sea,"Susak / Fiume (Rijeka, Istria)",,,Swimming,F,FATAL,Y,
Reported 15-Jul-1914,1914,Unprovoked,CROATIA,HRV,Zadar County,Biograd na moru,43.9377147,15.4477635,Washing clothes,F,"No injury, shark grabbed clothes",N,1.5 m [5'] shark
07-Jul-14,1914,Unprovoked,CROATIA,HRV, Primorje-Gorski Kotar County,Rijeka,45.3267976,14.442208,,M,"No injury, shark nudged raft and circled for 2 hrs.",N,6 m shark
Reported 25-Dec-1910,1910,Invalid,CROATIA,HRV, Primorje-Gorski Kotar County,Rijeka,45.3267976,14.442208,,M,FATAL?,,Questionable
Reported 08-Jul-1908,1908,Unprovoked,CROATIA,HRV,Adriatic Sea,Medola,44.846673,11.0676,Watercraft,F,"FATAL, lost a leg",Y,"Species unknown, possible white shark"
Reported 12-Aug-1907,1907,Unprovoked,CROATIA,HRV, Primorje-Gorski Kotar County,Krk Island,45.09019545,14.54966811,Swimming,F,FATAL,Y,
Reported 12-Aug-1907,1907,Unprovoked,CROATIA,HRV, Primorje-Gorski Kotar County,Krk Island,45.09019545,14.54966811,Swimming,M,FATAL,Y,
Reported 24-Aug-1902,1902,Watercraft,CROATIA,HRV,Istria County,Porec,45.2271961,13.5957333,Fishing,M,"No injury to occupants, shark grabbed anchor rope & towed boat",N,
31-Jul-00,1900,Unprovoked,CROATIA,HRV, Primorje-Gorski Kotar County,"Volosko, Opatija",45.3483902,14.3200644,Swimming,M,FATAL,Y,
06-26-1890,1890,Unprovoked,CROATIA,HRV,,Fiume,45.3267976,14.442208,Swimming,M,Legs severed ,N,
Reported 23-Oct-1888,1888,Unprovoked,CROATIA,HRV, Primorje-Gorski Kotar County,Rijeka,45.3267976,14.442208,,,Human remains found in shark,Y,"5m, 3500 kg female shark"
11-Sep-1887,1887,Invalid,CROATIA,HRV, Primorje-Gorski Kotar County,Kraljevica,45.2741319,14.5688736,,,Shoes & human remains found in a shark,,Shark involvement prior to death unconfirmed
14-Nov-1874,1874,Watercraft,CROATIA,HRV,Zadar County,"Lika-Senj, Pag Island",44.4966129,14.94618532,Fishing,,"Shark damaged boat, but no injury to occupants",N,
Reported 07-Aug-1872,1872,Invalid,CROATIA,HRV,,Fiume,45.3267976,14.442208,Fishing,M,No injury,,Invalid
12-Aug-59,1959,Provoked,CROATIA,HRV,Istria,Pula,44.8702281,13.8455311,Fishing,M,Laceration to arm PROVOKED INCIDENT,N,20 kg shark
11-May-30,1930,Invalid,COSTA RICA,CRI,Limón Province,Off Porto Limon,,,Air disaster,,Shark involvement prior to death was not confirmed,,Shark involvement prior to death unconfirmed
12-Sept-19,1919,Unprovoked,COSTA RICA,CRI,Turtle Bogue,Where Colorado River enters the sea,,,Small vessel with 13 men on board capsized crossing the bar and 6 men drowned.  The 7 survivors were swimming to shore,M,"FATAL, 6 men were taken by sharks as they neared the beach, 1 survived",Y,
08-Feb-22,2022,,COSTA RICA,CRI,Guanacoste,Playa Del Coco,10.5579948,-85.69226196,Diving,F,Right forearm and left hand injured,,"Bull shark, 3m"
28-Apr-18,2018,Unprovoked,COSTA RICA,CRI,Cocos Island,Manuelita,-46.6087287,-68.1931292,Scuba diving,M,"No injury, shark bit scuba gear",N,Tiger shark
30-Nov-17,2017,Unprovoked,COSTA RICA,CRI,Cocos Island,Manuelita,-46.6087287,-68.1931292,Scuba Diving,M,Serious injury to leg,N,"Tiger shark, female"
30-Nov-17,2017,Unprovoked,COSTA RICA,CRI,Cocos Island,Manuelita,-46.6087287,-68.1931292,Scuba diving,F,FATAL,Y,"Tiger shark, female"
28-Jul-15,2015,Unprovoked,COSTA RICA,CRI,Guanacaste,Playa Grande,10.6544136,-63.2849139,Surfing,M,Minor inuries to toes,N,
19-Jun-11,2011,Unprovoked,COSTA RICA,CRI,Guanacaste,Playa Grande,10.6544136,-63.2849139,Surfing,M,FATAL,Y,
03-Jan-03,2003,Unprovoked,COSTA RICA,CRI,North Pacific coast,Playa Tamarindo ,10.3008535,-85.84154817,Surfing,M,Lower right leg lacerated,N,"Bull shark, 7'"
Reported 21-May-2002,2002,Unprovoked,COSTA RICA,CRI,Guanacaste,Playa Grande,10.6544136,-63.2849139,Surfing,M,Toothmarks in board & his swim trunks,N,"Bull shark, 1.8 m to 2.1 m [6' to 7'] "
1968,1968,Unprovoked,COSTA RICA,CRI,Limón Province,Parismina,10.1971491,-83.6476156,Swimming after his canoe capsized,M,FATAL,Y,
Feb-64,1964,Unprovoked,COSTA RICA,CRI,Puntarenas Province,Puntarenas,9.09532795,-84.20030379,Swimming,M,"FATAL, right arm & left thigh bitten ",Y,
16-Jan-56,1956,Unprovoked,COSTA RICA,CRI,,San Juan River,37.2635256,-109.3592245,Swimming,M,"FATAL, leg severed ",Y,
Reported 10-Jul-1913,1913,Unprovoked,COSTA RICA,CRI,,Port Limon,44.644799,-1.1158326,Swimming,M,FATAL,Y,
02-Jul-17,2017,Invalid,COMOROS,COM,Anjouan,Moya,39.9479049,-1.366237,Fishing,,"Skull found in shark, a probable drowning & scavenging",,Shark involvement prior to death not confirmed
Reported 06-Jun-2011,2011,Unprovoked,COLUMBIA,COL,San Andrés archipelago,Albuquerque Cay,,,Spearfishing,M,Injuries to right hand and forearm,N,
