Date,Year,Type,Country,Iso_alpha_3,State,Location,Latitude,Longitude,Activity,Sex,Injury,Fatal,Species 
22-Aug-69,1969,Provoked,USA,USA,Massachusetts,40 miles south of Nantucket,,,Fishing,M,Leg bitten by netted shark PROVOKED INCIDENT,N,
22-Jul-69,1969,Provoked,USA,USA,Florida,Florida Keys,24.6736205,-81.4981792,,M,Scrape on head. Recorded as PROVOKED INCIDENT,N,Nurse shark
25-May-69,1969,Provoked,USA,USA,Texas,Packery Channel,27.6326166,-97.2319647,Surf-fishing,M,Foot lacerated when he stepped on the shark  PROVOKED INCIDENT,N,2' to 3' shark
24-May-69,1969,Provoked,USA,USA,Florida,Sarasota County,27.1813609,-82.3609195,Diving,M,Laceration to buttocks Recorded as PROVOKED INCIDENT,N,Nurse shark
19-Aug-69,1969,Provoked,USA,USA,Florida,"Marathon, Monroe County",24.7137524,-81.0903512,Fishing,M,Laceration to foot from dead shark PROVOKED INCIDENT,N,"Lemon shark, 9' "
22-Jun-70,1970,Provoked,USA,USA,Florida,"Dania, Broward County",26.0543154,-80.1457426,Fishing,M,Bitten on calf by hooked shark PROVOKED INCIDENT,N,7.5' shark
Jun-75,1975,Provoked,USA,USA,Florida," New Smyrna Beach, Volusia County",29.0258132,-80.9271271,,M,Slightly injured when he stepped on a shark PROVOKED INCIDENT,N,
26-Jun-77,1977,Provoked,USA,USA,Florida,"12 miles northeast of Mayport,  Duval County",,,Spearfishing / Scuba diving,M,"PROVOKED INCIDENT    Diver poked shark with spear, then shark bit his right foot",N,"Bull shark, 8"
19-Jul-78,1978,Provoked,USA,USA,California,"Newport Beach, Orange County",33.6170092,-117.9294401,Fishing,M,Laceration to leg by hooked shark  PROVOKED INCIDENT,N,
26-Jun-80,1980,Provoked,USA,USA,California,"Off San Clemente Island, Los Angeles County",,,Scuba diving,F,Laceration to lower leg   PROVOKED INCIDENT,N,Blue shark
24-Aug-81,1981,Provoked,USA,USA,Florida,Gulf Island National Seashore Park,,,Spearfishing,M,"Shot shark, then it bit him. Puncture wounds on leg  PROVOKED INCIDENT",N,"1.8 m [6'] shark, species identity questionable"
24-Jan-83,1983,Provoked,USA,USA,South Carolina,60 miles southeast of Beaufort,,,Fishing,M,Leg bitten by captive shark PROVOKED INCIDENT,N,
13-Aug-83,1983,Provoked,USA,USA,Florida,"Riviera Beach, Palm Beach County",26.784343,-80.0650293,Skindiving,M,Hand abraded when he grabbed shark's tail PROVOKED INCIDENT,N,Nurse shark
04-Nov-84,1984,Provoked,USA,USA,Florida,"Fowey Rock, Key Biscayne",,,Spearfishing,M,"Speared shark bit diver's right knee, and lacerated right thigh & buttocks PROVOKED INCIDENT",N,"""a small shark"""
1984,1984,Provoked,USA,USA,California,San Francisco,37.7792588,-122.4193286,Steinhart Aquarium,M,Head mouthed by captive shark PROVOKED INCIDENT,N,Sevengill shark
03-Nov-85,1985,Provoked,USA,USA,California,5 miles south of Redondo Beach,,,Fishing,M,Forearm bitten by hooked shark PROVOKED INCIDENT,N,
  05-Oct-1985,1985,Provoked,USA,USA,Alabama,"Gulf Shores, Baldwin County",30.2711224,-87.6893826,Fishing,M,Laceration to leg by hooked shark  PROVOKED INCIDENT,N,"6', 100-lb shark"
13-Jun-87,1987,Provoked,USA,USA,Florida,"Nest Key, Monroe County",25.154009,-80.5090292,Fishing,M,Left hand bitten by shark he was dragging ashore by its head PROVOKED INCIDENT,N,1.5 m [5'] blacktip shark
22-Aug-88,1988,Provoked,USA,USA,Louisiana,New Orleans,29.9759983,-90.0782127,Diving in Sharkey's Reef restaurant’s aquarium,M,Arm bitten by captive shark PROVOKED INCIDENT,N,"Tiger shark, 1.8 m [6']"
30-Oct-93,1993,Unprovoked,USA,USA,California,"""Bunkers"" Eureka, Humboldt County",,,Surfing,M,Serious injury to left leg,N,4 m to 5 m [13' to 16.5'] white shark
11-Oct-24,2024,Unprovoked,USA,USA,Florida,Brevard County Orlando,28.1016898,-80.64816341,Surfing,M,Bite to left arm,N,Bull shark 6ft
08-Jul-24,2024,Unprovoked,USA,USA,Florida,Ponce de Leon Inlet Volusia County,29.0768174,-80.9177996,Diving into Water,M,Lower left leg injury,N,4-5ft Blacktip shark
05-Jul-24,2024,Unprovoked,USA,USA,Florida,New Smyrna Beach,29.0258132,-80.9271271,Wading,M,Minor injury to left foot,N,Not specified
04-Jul-24,2024,Unprovoked,USA,USA,Texas,South Padre Island,26.1036887,-97.1646938,Swimming,F,Bite to left leg calf muscle removed,N,Bull shark 6 ft
04-Jul-24,2024,Unprovoked,USA,USA,Floria,New Smyrna Beach,29.0258132,-80.9271271,Playing football in the water,M,Minor injury to right foot four tendons ruptured,N,Not specified
10-Feb-13,2013,Unprovoked,USA,USA,Florida,"""Stuart Rocks"", Martin County",,,Surfing,M,Lacerations to right hand,N,"Blacktip shark, 4' to 5'"
07/06/2024,2024,Unprovoked,USA,USA,Florida,Rosemary Beach Walton County,30.2802919,-86.015565,Swimming,F,Significant injuries to pelvic and abdominal region,N,Not specified Bull shark highly suspect
02-Jun-24,2024,Unprovoked,USA,USA,California,Del Mar Beach San Diego,32.9828642,-117.2707436,Swimming ocean training ,M,Significant bites to torso left arm and hand,N,Not specified
28-May-24,2024,Unprovoked,USA,USA,Galveston,Jamaica Beach,29.1831247,-94.9729396,Wading,F,Bitten on left hand by 4-5ft shark,N,Not specified
30-Sept-84,1984,Unprovoked,USA,USA,Oregon,"""Turnaround"", Cape Kiwanda, Tillamook County",,,Surfing (sitting on his board),M,"Abrasion on right foot, board bitten",N,3 m to 5 m [10' to 16.5'] white shark
11-Dec-55,1955,Watercraft,USA,USA,Florida,½ mile offshore & 9 miles north of Fort Pierce,,,Fishing for pompano,,"No injury to occupants, shark released from net holed boat",N,
27-Aug-31,1931,Watercraft,USA,USA,New Jersey,"1 mile ESE of Navesink, Monmouth County",,,Fishing for bluefish,,No injury to occupants. Shark chasing fish struck boat,N,
30-Dec-23,2023,Unprovoked,USA,USA,Hawaii,"Baby Beach, Maui",20.88235915,-156.6877451,Surfing,M,FATAL,Y,
05-Nov-23,2023,Unprovoked,USA,USA,Florida,"Juno Beach, Palm Beach County",26.8815475,-80.0539253,Swimming,M,Lacerations to right forearm,N,
16-Feb-32,1932,Unprovoked,USA,USA,Hawaii,"1 mile off Mala Wharf, Lahaina, Maui",,,Swimming,M,Two 6-inch lacerations,N,
15-Oct-23,2023,Unprovoked,USA,USA,Hawaii,"Hanalei Bay, Kauai",22.21,-159.5091667,Surfing,M,Left leg and hand injured,N,10' tiger shark
02-Oct-23,2023,Unprovoked,USA,USA,Hawaii,"Paia, Maui",20.902457,-156.3727211,Surfing,F,Minor injury. Shark bit surfboard,N,10' to 12' Galapagos shark
01-Oct-23,2023,Unprovoked,USA,USA,California,"Wildcat Beach, Marin County",37.9653927,-122.7895068,Swimming,M,Body not recovered,Y,
18-Sept-23,2023,Unprovoked,USA,USA,South Carolina,"Myrtle Beach, Horry County",33.6956461,-78.8900409,Swimming,M,Non-lifethreatening injuries,N,
12-Sept-23,2023,Questionable,USA,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,Surfing,M,Llacerations to face and chin,N,
11-Sept-23,2023,Unprovoked,USA,USA,Florida,"Satellite Beach, Brevard County",28.1760051,-80.5904623,Surfing,M,Bite to lower back,N,
04-Sept-23,2023,Unprovoked,USA,USA,Florida,"Ponce Inlet, Volusia County",29.0963729,-80.9369983,Surfing,M,Left hand bitten,N,
04-Sept-23,2023,Unprovoked,USA,USA,Florida,"Ponce Inlet, Volusia County",29.0963729,-80.9369983,Wading,F,Right foot bitten,N,
23-Aug-23,2023,Unprovoked,USA,USA,North Carolina,"Oak Island, Brunswick County",33.9046184,-78.0827699,Wading,,Minor injury to shoulder,N,
22-Aug-23,2023,Watercraft,USA,USA,California,"Pebble Beach, San Mateo County",37.2369952,-122.4159993,Kayak fishing,M,"Shark bit kayak, no injury to occupant",N,
07-Aug-23,2023,Unprovoked,USA,USA,New York,Rockaway,40.9012101,-74.5143232,Wading,F,Laceration to left posterior thigh,N,
31-Jul-23,2023,Unprovoked,USA,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,Surfing,M,Ankle injured,N,
30-Jul-23,2023,Unprovoked,USA,USA,Florida,"Anna Maria Island, Manatee County",27.52936195,-82.73243446,Spearfishing,M,Lower leg bitten,N,
29-Jul-23,2023,Unprovoked,USA,USA,Florida,Tampa Bay,27.6886419,-82.5723193,Swimming,F,Superficial injuries to abomen and thighs,N,
21-Jul-23,2023,Unprovoked,USA,USA,South Carolina,"Sea Pines Beach, Hilton Head Island, Beaufort County",32.1249294,-80.78680688,Boogie boarding,M,Right foot injured,N,8' shark
15-Jul-23,2023,Unprovoked,USA,USA,Florida,New Smyrna Beach,29.0258132,-80.9271271,Sitting,M,Superficial injury to back,N,
14-Jul-23,2023,Unprovoked,USA,USA,Florida,New Smyrna Beach,29.0258132,-80.9271271,Surfing,M,Severe injury to foot,N,
04-Jul-23,2023,Unprovoked,USA,USA,New York,"Cherry Grove, Suffolk County",40.6595263,-73.0902132,Standing,F,Puncture wounds to thigh,N,4' shark
04-Jul-23,2023,Unprovoked,USA,USA,New York,"Fire Island Pines, Suffolk County",40.6656078,-73.0689516,Swimming,M,Injury to right hand,N,3' shark
04-Jul-23,2023,Unprovoked,USA,USA,New York,"Quogue Village Beach, Suffolk County",40.8090255,-72.5967524,Swimming,M,Laceration to right knee,N,
Reported 08-Apr-2008,2008,Unprovoked,USA,USA,Florida,"1.4 miles south of Ponce de Leon Jetty, New Smyrna Beach, Volusia County",,,Surfing,,Foot bitten,N,
03-Sept-89,1989,Provoked,USA,USA,California,24 km off Santa Catalina Island in the Channel Islands,,,Filming 5' blue shark,M,Hand  & both arms bitten   PROVOKED INCIDENT,N,Blue Shark 
23-Jun-23,2023,Unprovoked,USA,USA,Florida,"Cocoa Beach, Brevard County",28.3184107,-80.6094959,Swimming,F,Multiple puncture wounds to right thigh,N,
04-Nov-00,2000,Unprovoked,USA,USA,California,"1/4 to 1/2 m north of the jetty at Bunkers, Eureka, Humboldt County",,,Surfing,M,Both thighs bitten,N,"White shark, 2.4 m to 3 m [8' to 10'] "
Reported 14-June 2023,2023,Unprovoked,USA,USA,Hawaii,Laysan,25.76947215,-171.73374,Filming,M,Sharks bit their inflatable boats,N,Tiger sharks
19-Jun-79,1979,Sea Disaster,USA,USA,Florida,10 miles off Cape Canaveral,,,Floating with life preserver after his boat foundered,M,Lacerations to leg,N,
21-May-23,2023,Unprovoked,USA,USA,New Jersey,"Stone Harbor, Cape May County",39.0537129,-74.7584461,Surfing,F,Lacerations to left foot and calf,N,
19-Dec-89,1989,Provoked,USA,USA,Hawaii,"90 miles east of Hilo, Hawai'i",,,On board 51' fishing vessel One Ki,M,Left leg & foot bitten  by shark brought onboard. PROVOKED INCIDENT,N,
18-May-23,2023,Unprovoked,USA,USA,Florida,"Marathon, Monroe County",24.7137524,-81.0903512,Spearfishing,M, ,N,
14-May-23,2023,Unprovoked,USA,USA,South Carolina,"Isle of Palms, Charleston County",32.7867697,-79.7880359,Swimming,F,Minor inuries to right knee,N,
11-May-23,2023,Unprovoked,USA,USA,Florida,"Fort Pierce, St. Lucie County",27.4467056,-80.3256056,Sitting,F,Multiple bites,N,"Bull shark, 4'"
07-Jun-60,1960,Invalid,USA,USA,California,"10 miles off Santa Barbara, Santa Barbara County",,,"Testing classified underwater electronic gear for Raytheon Corporation, vessel torn apart by explosion",M,"Legs & arms bitten, coroner unable to determine if injuries occurred before death.",,Shark involvement prior to death was not confirmed
13-Sept-89,1989,Provoked,USA,USA,Florida,"Gulf of Mexico, 22 miles from Pensacola",,,"Fishing, stepped on hooked shark's head",M,Bitten by hooked shark PROVOKED INCIDENT,N,150-lb shark
23-Apr-23,2023,Unprovoked,USA,USA,Florida,"Anna Maria Island, Manatee County",27.52936195,-82.73243446,Spearfishing,M,Minor injury to lower right leg,N,"Bull shark, 6'"
11-Apr-23,2023,Unprovoked,USA,USA,Florida,"Virginia Key, Monroe County",24.5505733,-81.79753739,Windsurfing,F,Lacerations to leg,N,
25-Jan-07,2007,Watercraft,USA,USA,Florida,100 miles off Ft. Myers Beach,,,Shrimping,,"A large shark rammed boat, breaking prop shaft. No injury to occupants but boat sank several hours later",N,14' shark
26-Sept-63,1963,Invalid,USA,USA,Florida,100 miles offshore,,,"Commercial fishing vessel, Ev-nn, struck object & sank. Ken Crosby and  Jame & Ann Dumas adrift on makeshift raft.",,Numerous dusky sharks & a 3 m to 4.6 m [10' to 15']  tiger sharks tried to overturn raft and one took Mrs. Dumas' body; scavenging by shark/s,,Invalid
19-Mar-23,2023,Unprovoked,USA,USA,Hawaii,Anaehoomalu Bay,19.9154922,-155.8897838,Swimming,M,Left hand and  left leg.,N,Blacktip reef shark 5'
19-Feb-23,2023,Unprovoked,USA,USA,Florida,"Jupiter Island, Martin County",27.03419,-80.10358224,Surfing,M,Injury to lower leg,N,
19-Jun-99,1999,Unprovoked,USA,USA,Florida,"11 miles off Dog Island in the Gulf of Mexico, Franklin County",,,Adrift in a life jacket,M,9-inch gash in left foot ,N,1.2 m [4'] shark
09-Dec-22,2022,Unprovoked,USA,USA,Samoa,Pago Pago Harbor,-14.2762618,-170.6742817,Diving,M,Left leg bitten,N,
16-Nov-59,1959,Invalid,USA,USA,Louisiana,120 miles southeast of New Orleans,,,National Airlines DC7B enroute from Miami to Los Angeles with 42 or 46 people on board went down in heavy fog,,Body recovery efforts were hampered by large sharks but sharks did not cause the deaths. ,,Invalid
27-Nov-22,2022,Unprovoked,USA,USA,Florida,Hobe Sound,27.080492,-80.139918,Swimming,F,Foot bitten,N,
09-Dec-94,1994,Sea Disaster,USA,USA,,1200 miles east of New Jersey,,,,M,Sharks took some of the crew,Y,
14-Nov-91,1991,Provoked,USA,USA,Florida,Near Port Canaveral Coast Guard Base,,,Fishing,M,Hand bitten as he was cleaning hooked shark PROVOKED INCIDENT,N,2.4 m [8'] shark
03-Feb-85,1985,Unprovoked,USA,USA,Florida,"15 miles north of Sebastian Inlet, Brevard County",,,Surfing,M,Right foot bitten,N,
09-Aug-91,1991,Provoked,USA,USA,Florida,Florida Bay,25.0004073,-80.7497882,Fishing,M,Laceration to right forearm PROVOKED INCIDENT,N,"Lemon shark, 30-lb "
16-Apr-91,1991,Provoked,USA,USA,Maryland,Baltimore Aquarium,39.2847578,-76.60769004,Diving,,Minor injury by captive shark PROVOKED INCIDENT,N,7' female shark
25-Oct-22,2022,Unprovoked,USA,USA,Hawaii,Kauai,22.05046655,-159.5587678,Snorkeling,M,"No injury, swim fin bitten",N,Tiger shark?
17-Aug-92,1992,Provoked,USA,USA,Florida,"Manalapan, Palm Beach County",26.5692364,-80.0447635,Snorkeling,M,"Grabbed metal leader to shark, shark clamped on  & bit  left bicep PROVOKED INCIDENT",N,"Nurse shark, 3', 20-lb "
18-Jul-91,1991,Unprovoked,USA,USA,Florida,150 miles from Crystal River,,,Swimming from makeshift raft  to life vest after fishing boat sank,M,Punctures in lower abdomen & groin ,N,1.8 m [6'] blacktip shark
02-Oct-22,2022,Unprovoked,USA,USA,California,Centerville Beach,41.889319,-70.538725,Surfing,M,Thigh injured,N,"White shark, 13'"
22-Sept-22,2022,Unprovoked,USA,USA,Florida,"Marathon, Monroe County",24.7137524,-81.0903512,Spearfishing,M,Severe injuries to right arm,N,Bu.ll
07-Oct-54,1954,Sea Disaster,USA,USA,Virginia,150 miles off Cape Henry,,,"American freighter Mormackite, bound from Buenos Aires for Baltimore, capsized & sank in heavy seas",M,Rescue aircraft saw bodies in the water being bitten by sharks. One survivor saw a shark take off a man’s leg & another reported that the second cook was killed by a shark,Y,
15-Aug-22,2022,Unprovoked,USA,USA,South Carolina,"Myrtle Beach, Horry County",33.6956461,-78.8900409,Swimming,F,Minor injury to leg,N,
15-Aug-22,2022,Unprovoked,USA,USA,South Carolina,"Myrtle Beach, Horry County",33.6956461,-78.8900409,Standing,F,Multiple lLacerations to right forearm,N,Blacktip shark
13-Aug-22,2022,Unprovoked,USA,USA,Florida,"Looe Key, Monroe County",24.6703448,-81.3686116,Snorkeling,M,"Lower left leg severely bitten, necessitating surgical amputation",N,"Bull shark, 9'"
10-Aug-22,2022,Unprovoked,USA,USA,California,"Lovers Point, Pacific Grove, Monterey County",36.6233941,-121.9066666,Paddleboarding,M,"No injury, board bitten",N,
27-Jul-22,2022,Unprovoked,USA,USA,Florida,"Florida Keys, Monroe County",24.6736205,-81.4981792,Lobstering,M,Injury to upper lip,N,Nurse shark
25-Jul-22,2022,Unprovoked,USA,USA,Florida,"Daytona Beach, Volusia County",29.2108147,-81.0228331,Wading,M,Minor bite to left  foot,N,Blacktip shark?
18-Jun-65,1965,Invalid,USA,USA,Florida,150 miles southeast of Cape Kennedy,,,"Diving, retrieving film package from Titan 3C rocket",M,"No injury, chased by 4.6 m [15'] oceanic whitetip sharks",,Invalid
19-Jul-22,2022,Questionable,USA,USA,Florida,"Cape Canaveral, Brevard County",28.4513556,-80.5283059,,,minor injuries,N,Shark involvement not confirmed
19-Jul-22,2022,Unprovoked,USA,USA,Noirth Carolina,"Topsail Beach, Pender County",34.3651685,-77.6305293,Surfing,F,Lacerations to lower leg,N,
16-Jul-22,2022,Unprovoked,USA,USA,Florida,"Daytona Beach Shores, Volusia County",29.1760933,-80.9828323,,F,Minor lacerations to left calf,N,"""A small shark"""
13-Jul-22,2022,Unprovoked,USA,USA,New York,"Seaview Beach, Suffolk County",42.3718507,-70.9828472,,M,Left wrist and buttocks bitten,N,
Reported 26-Nov-1909,1909,Unprovoked,USA,USA,Florida,"16 miles north of Fort Pierce Inlet, Indian River County ",,,,M,Severe lacerations to arm,N,
10-Jul-22,2022,Unprovoked,USA,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,Surfing,M,Minor injury to foot,N,6' shark
01-Feb-17,2017,Watercraft,USA,USA,South Carolina,16 miles off Hilton Head,,,Fishing,,"Shark bit boat, no injury to occupants",N,"White shark, female, 14'"
03-Jul-22,2022,Unprovoked,USA,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,Surfing,M,Foot bitten,N,
24-Jun-60,1960,Unprovoked,USA,USA,Florida,"2 miles east of Dania Beach, Broward County",,,Scuba diving,M,"No injury, shark harrassed diver & attempted to bite his swimfins",N,"Mako shark, 1.8 m to 2.1 m [6' to 7']  with hook & wire leader caught in mouth"
30-Jun-22,2022,Unprovoked,USA,USA,New York,"Jones Beach, Nassau County",40.5945469,-73.5029044,Swimming,M,Injury to right foot,N,Shark involvement not confirmed
30-Jun-22,2022,Unprovoked,USA,USA,Florida,"Keaton Beach, ",29.8252983,-83.5938806,Scalloping,F,Severe bites to leg,N,9' shark
29-Jun-22,2022,Unprovoked,USA,USA,Florida,"Sawyer Key , Monroe County",24.7552924,-81.57019735,Swimming,F,Laceration to leg,N,
29-Jun-22,2022,Unprovoked,USA,USA,Florida,"Summerland Key, Monroe County",24.6645905,-81.44705549,Jumped into water,M,Laceration to leg,N,
23-Jun-22,2022,Unprovoked,USA,USA,Florida,"Redington Beach, Pinellas County",27.8086364,-82.811214,,F,Leg bitten,N,
22-Jun-22,2022,Unprovoked,USA,USA,California,"Pacific Grove, Monterey County",36.6211149,-121.917794,Swimming,M,Stomach and leg injuries including a broken femur,N,"White shark, 16'"
21-Jun-22,2022,Unprovoked,USA,USA,South Carolina,"Myrtle Beach, Horry County",33.6956461,-78.8900409,,M,,N,
08-Aug-64,1964,Unprovoked,USA,USA,Florida,"2 miles off Jupiter, Palm Beach County",,,Spearfishing using scuba,M,"No injury, shark hit scuba tank",N,Hammerhead shark
17-Apr-22,2022,Unprovoked,USA,USA,Florida,"Whale Harbor, Islamorada, Monroe County",24.9393802,-80.61069172,, M,Laceration to lower leg,N,
12-Apr-22,2022,Unprovoked,USA,USA,Alabama,"Gulf Shores, Baldwin County",30.2711224,-87.6893826,Swimming,M,Bite to right foot,N,
31-Dec-77,1977,Sea Disaster,USA,USA,Hawaii,2 miles off Keahole Airport,,,"Swimming, after single-engine aircraft went down in the sea",M,Feet lacerated,N,
16-Sept-01,2001,Invalid,USA,USA,Florida,"2 miles off Pompano Beach, Broward County",,,Wreck / Technical diving,M,FATAL or drowning & scavenging,Y,Questionable incident - shark bite may have precipitated drowning
07-Apr-22,2022,Unprovoked,USA,USA,Florida,Canaveral National Seashore,28.8882108,-80.82051124,Kayaking,M,No injury to occupants. Kayak bitten,N,
09-Oct-94,1994,Provoked,USA,USA,Florida,"Bill Baggs Cape Florida State Recreation Area, Miami-Dade County",,,Wading,F,Ankle bitten when she accidently stepped on the shark  PROVOKED INCIDENT,N,Thought to involve a small sand shark
13-Mar-22,2022,Unprovoked,USA,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,Surfing,M,Bite to right foot,N,
13-Feb-94,1994,Provoked,USA,USA,Hawaii,Kailua Bay,21.4127778,-157.7380556,Fishing,M,Arm bitten while trying to secure shark caught by navy personnel from vessel PROVOKED INCIDENT,N,
06-Oct-62,1962,Invalid,USA,USA,California,2 miles off Santa Catalina Island,,,"Overcome by CO fumes, fell overboard from 36' fishing cruiser & prop slashed arm",F,Drowned due to CO2 poisoning - Post Mortem scavanging by blue shark,,Shark involvement prior to death was not confirmed
